Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit, Profit % ,Cost
Consumer,North Carolina,South,Technology,Phones,271.96,5,0.2,16.9975, 0.06 , 254.96 
Corporate,New York,East,Office Supplies,Storage,11.21,1,0,3.363, 0.30 , 7.85 
Corporate,New York,East,Office Supplies,Binders,9.144,3,0.2,3.2004, 0.35 , 5.94 
Corporate,New York,East,Office Supplies,Fasteners,14.07,7,0,6.8943, 0.49 , 7.18 
Corporate,New York,East,Office Supplies,Art,41.86,7,0,10.465, 0.25 , 31.40 
Corporate,New York,East,Office Supplies,Binders,8.544,2,0.2,2.8836, 0.34 , 5.66 
Corporate,New York,East,Furniture,Bookcases,579.136,4,0.2,21.7176, 0.04 , 557.42 
Corporate,Pennsylvania,East,Furniture,Chairs,141.372,2,0.3,-48.4704, (0.34), 189.84 
Corporate,Pennsylvania,East,Office Supplies,Binders,3.036,2,0.7,-2.3276, (0.77), 5.36 
Corporate,Pennsylvania,East,Office Supplies,Binders,4.503,1,0.7,-3.6024, (0.80), 8.11 
Corporate,Pennsylvania,East,Office Supplies,Art,4.672,1,0.2,1.5768, 0.34 , 3.10 
Corporate,Pennsylvania,East,Technology,Accessories,95.88,3,0.2,28.764, 0.30 , 67.12 
Corporate,Pennsylvania,East,Furniture,Furnishings,17.024,2,0.2,1.7024, 0.10 , 15.32 
Corporate,Pennsylvania,East,Technology,Accessories,258.696,3,0.2,64.674, 0.25 , 194.02 
Corporate,Pennsylvania,East,Technology,Phones,1931.958,7,0.4,-386.3916, (0.20)," 2,318.35 "
Home Office,California,West,Office Supplies,Storage,249.75,9,0,44.955, 0.18 , 204.80 
Home Office,California,West,Technology,Phones,255.936,8,0.2,28.7928, 0.11 , 227.14 
Consumer,New York,East,Furniture,Furnishings,113.79,3,0,20.4822, 0.18 , 93.31 
Consumer,New York,East,Technology,Accessories,78.15,1,0,34.386, 0.44 , 43.76 
Consumer,New York,East,Office Supplies,Binders,1.728,1,0.2,0.6048, 0.35 , 1.12 
Consumer,New York,East,Office Supplies,Paper,40.56,4,0,19.8744, 0.49 , 20.69 
Consumer,New York,East,Office Supplies,Storage,182.94,3,0,3.6588, 0.02 , 179.28 
Consumer,New York,East,Office Supplies,Storage,193.86,2,0,11.6316, 0.06 , 182.23 
Consumer,California,West,Office Supplies,Envelopes,15.28,2,0,7.4872, 0.49 , 7.79 
Consumer,California,West,Furniture,Furnishings,8.73,1,0,2.9682, 0.34 , 5.76 
Consumer,California,West,Office Supplies,Art,5.68,2,0,1.7608, 0.31 , 3.92 
Consumer,New York,East,Office Supplies,Art,2.78,2,0,0.7228, 0.26 , 2.06 
Consumer,New York,East,Office Supplies,Envelopes,79.96,2,0,35.982, 0.45 , 43.98 
Corporate,Ohio,East,Technology,Copiers,839.988,2,0.4,69.999, 0.08 , 769.99 
Consumer,Florida,South,Furniture,Furnishings,47.952,3,0.2,13.7862, 0.29 , 34.17 
Consumer,Florida,South,Office Supplies,Binders,37.425,5,0.7,-29.94, (0.80), 67.37 
Consumer,Florida,South,Furniture,Furnishings,63.968,2,0.2,0, -   , 63.97 
Consumer,Florida,South,Furniture,Furnishings,165.048,3,0.2,41.262, 0.25 , 123.79 
Consumer,Washington,West,Furniture,Furnishings,12.35,1,0,5.434, 0.44 , 6.92 
Consumer,Washington,West,Office Supplies,Art,40.97,1,0,10.6522, 0.26 , 30.32 
Consumer,Washington,West,Office Supplies,Fasteners,22.96,2,0,10.7912, 0.47 , 12.17 
Home Office,New York,East,Technology,Phones,22,4,0,5.5, 0.25 , 16.50 
Consumer,New York,East,Office Supplies,Binders,398.352,3,0.2,124.485, 0.31 , 273.87 
Consumer,New York,East,Office Supplies,Fasteners,8.72,4,0,3.5752, 0.41 , 5.14 
Consumer,Mississippi,South,Office Supplies,Envelopes,48.69,9,0,23.8581, 0.49 , 24.83 
Consumer,California,West,Furniture,Tables,764.688,6,0.2,95.586, 0.13 , 669.10 
Consumer,California,West,Furniture,Tables,3610.848,12,0.2,135.4068, 0.04 ," 3,475.44 "
Consumer,California,West,Furniture,Bookcases,254.9745,3,0.15,11.9988, 0.05 , 242.98 
Consumer,New York,East,Office Supplies,Art,38.82,6,0,17.469, 0.45 , 21.35 
Consumer,New York,East,Furniture,Chairs,1141.938,9,0.1,139.5702, 0.12 ," 1,002.37 "
Consumer,New York,East,Office Supplies,Appliances,1704.56,13,0,511.368, 0.30 ," 1,193.19 "
Consumer,New York,East,Office Supplies,Art,3.2,2,0,1.376, 0.43 , 1.82 
Consumer,Wisconsin,Central,Technology,Phones,1099.96,4,0,285.9896, 0.26 , 813.97 
Home Office,Pennsylvania,East,Office Supplies,Art,5.248,2,0.2,0.5904, 0.11 , 4.66 
Home Office,Pennsylvania,East,Technology,Phones,35.91,3,0.4,-8.379, (0.23), 44.29 
Home Office,Pennsylvania,East,Furniture,Furnishings,6.696,1,0.2,0.5022, 0.08 , 6.19 
Home Office,Pennsylvania,East,Furniture,Furnishings,43.872,2,0.2,11.5164, 0.26 , 32.36 
Home Office,North Carolina,South,Office Supplies,Binders,27.882,3,0.7,-20.4468, (0.73), 48.33 
Home Office,North Carolina,South,Office Supplies,Storage,540.048,3,0.2,-47.2542, (0.09), 587.30 
Home Office,North Carolina,South,Technology,Accessories,255.68,8,0.2,76.704, 0.30 , 178.98 
Consumer,Florida,South,Technology,Phones,863.88,3,0.2,107.985, 0.13 , 755.90 
Corporate,North Carolina,South,Office Supplies,Binders,17.616,4,0.7,-14.0928, (0.80), 31.71 
Consumer,New York,East,Office Supplies,Binders,17.472,3,0.2,6.3336, 0.36 , 11.14 
Consumer,Indiana,Central,Technology,Phones,69.9,2,0,18.873, 0.27 , 51.03 
Consumer,Indiana,Central,Furniture,Furnishings,41.85,5,0,10.881, 0.26 , 30.97 
Consumer,California,West,Office Supplies,Art,6.57,3,0,1.7739, 0.27 , 4.80 
Corporate,California,West,Office Supplies,Storage,142.86,1,0,41.4294, 0.29 , 101.43 
Corporate,California,West,Furniture,Chairs,292.272,6,0.2,18.267, 0.06 , 274.01 
Corporate,Colorado,West,Furniture,Furnishings,29.328,3,0.2,3.666, 0.13 , 25.66 
Consumer,Alabama,South,Office Supplies,Paper,12.48,2,0,5.616, 0.45 , 6.86 
Corporate,Illinois,Central,Office Supplies,Storage,102.336,4,0.2,-12.792, (0.13), 115.13 
Corporate,Illinois,Central,Office Supplies,Appliances,48.792,3,0.8,-126.8592, (2.60), 175.65 
Corporate,Illinois,Central,Office Supplies,Binders,44.848,8,0.8,-67.272, (1.50), 112.12 
Consumer,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288, 0.35 , 6.74 
Consumer,Texas,Central,Furniture,Chairs,388.43,5,0.3,-88.784, (0.23), 477.21 
Consumer,Texas,Central,Office Supplies,Paper,14.352,3,0.2,5.2026, 0.36 , 9.15 
Consumer,Texas,Central,Technology,Accessories,63.992,1,0.2,-7.1991, (0.11), 71.19 
Consumer,Texas,Central,Office Supplies,Art,86.352,3,0.2,5.397, 0.06 , 80.96 
Corporate,Georgia,South,Technology,Accessories,32.97,3,0,12.8583, 0.39 , 20.11 
Corporate,Georgia,South,Technology,Accessories,83.88,4,0,30.1968, 0.36 , 53.68 
Consumer,Iowa,Central,Technology,Phones,278.4,3,0,80.736, 0.29 , 197.66 
Consumer,Florida,South,Office Supplies,Labels,15.12,3,0.2,4.914, 0.33 , 10.21 
Consumer,Florida,South,Office Supplies,Binders,17.43,1,0.7,-13.363, (0.77), 30.79 
Consumer,Florida,South,Office Supplies,Paper,251.64,3,0.2,88.074, 0.35 , 163.57 
Consumer,Texas,Central,Office Supplies,Binders,2.772,7,0.8,-4.851, (1.75), 7.62 
Consumer,Rhode Island,East,Office Supplies,Storage,14.9,5,0,1.043, 0.07 , 13.86 
Home Office,New York,East,Office Supplies,Art,15.48,3,0,4.4892, 0.29 , 10.99 
Corporate,New York,East,Furniture,Furnishings,39.88,2,0,11.1664, 0.28 , 28.71 
Corporate,New York,East,Office Supplies,Binders,12.192,4,0.2,4.1148, 0.34 , 8.08 
Corporate,New York,East,Office Supplies,Art,20.82,3,0,7.4952, 0.36 , 13.32 
Home Office,California,West,Office Supplies,Binders,13.216,4,0.2,4.4604, 0.34 , 8.76 
Home Office,California,West,Office Supplies,Paper,32.4,5,0,15.552, 0.48 , 16.85 
Consumer,California,West,Office Supplies,Supplies,32.94,3,0,9.2232, 0.28 , 23.72 
Consumer,California,West,Office Supplies,Paper,114.2,5,0,52.532, 0.46 , 61.67 
Consumer,California,West,Office Supplies,Labels,3.08,1,0,1.4784, 0.48 , 1.60 
Consumer,Colorado,West,Office Supplies,Appliances,845.728,13,0.2,84.5728, 0.10 , 761.16 
Corporate,California,West,Office Supplies,Binders,13.904,2,0.2,4.5188, 0.33 , 9.39 
Corporate,California,West,Office Supplies,Binders,20.72,2,0.2,6.475, 0.31 , 14.25 
Corporate,Minnesota,Central,Technology,Phones,114.95,5,0,2.299, 0.02 , 112.65 
Consumer,California,West,Office Supplies,Storage,26.96,2,0,7.0096, 0.26 , 19.95 
Consumer,Virginia,South,Furniture,Furnishings,572.76,6,0,166.1004, 0.29 , 406.66 
Consumer,Virginia,South,Furniture,Furnishings,286.38,3,0,83.0502, 0.29 , 203.33 
Home Office,Virginia,South,Furniture,Bookcases,61.96,2,0,4.3372, 0.07 , 57.62 
Consumer,Georgia,South,Furniture,Furnishings,23.99,1,0,5.5177, 0.23 , 18.47 
Consumer,Georgia,South,Technology,Phones,287.97,3,0,77.7519, 0.27 , 210.22 
Consumer,Texas,Central,Technology,Phones,419.944,7,0.2,52.493, 0.13 , 367.45 
Consumer,California,West,Office Supplies,Paper,46.76,7,0,22.4448, 0.48 , 24.32 
Consumer,California,West,Office Supplies,Binders,17.712,3,0.2,6.4206, 0.36 , 11.29 
Consumer,California,West,Office Supplies,Appliances,21.78,2,0,5.6628, 0.26 , 16.12 
Consumer,California,West,Office Supplies,Storage,161.94,3,0,9.7164, 0.06 , 152.22 
Consumer,California,West,Furniture,Chairs,161.568,2,0.2,-8.0784, (0.05), 169.65 
Consumer,Massachusetts,East,Office Supplies,Labels,3.69,1,0,1.7343, 0.47 , 1.96 
Consumer,Massachusetts,East,Office Supplies,Labels,122.12,4,0,56.1752, 0.46 , 65.94 
Consumer,Ohio,East,Furniture,Chairs,155.372,2,0.3,-13.3176, (0.09), 168.69 
Corporate,California,West,Office Supplies,Paper,38.88,6,0,18.6624, 0.48 , 20.22 
Corporate,California,West,Furniture,Furnishings,183.84,8,0,62.5056, 0.34 , 121.33 
Corporate,California,West,Office Supplies,Supplies,579.3,5,0,28.965, 0.05 , 550.34 
Consumer,Pennsylvania,East,Technology,Accessories,14.2,1,0.2,3.3725, 0.24 , 10.83 
Corporate,Florida,South,Technology,Phones,575.92,2,0.2,71.99, 0.13 , 503.93 
Corporate,Florida,South,Office Supplies,Binders,5.184,6,0.7,-3.6288, (0.70), 8.81 
Consumer,Ohio,East,Office Supplies,Binders,5.229,3,0.7,-4.1832, (0.80), 9.41 
Consumer,Ohio,East,Office Supplies,Storage,285.552,2,0.2,35.694, 0.13 , 249.86 
Consumer,Kentucky,South,Office Supplies,Appliances,72.8,5,0,19.656, 0.27 , 53.14 
Consumer,North Carolina,South,Office Supplies,Paper,10.816,4,0.2,3.5152, 0.33 , 7.30 
Corporate,Massachusetts,East,Office Supplies,Storage,46.26,3,0,12.4902, 0.27 , 33.77 
Consumer,Illinois,Central,Office Supplies,Binders,17.46,6,0.8,-30.555, (1.75), 48.02 
Home Office,Pennsylvania,East,Furniture,Furnishings,51.072,6,0.2,5.1072, 0.10 , 45.96 
Corporate,Connecticut,East,Office Supplies,Paper,11.34,1,0,5.5566, 0.49 , 5.78 
Home Office,California,West,Office Supplies,Art,87.92,4,0,26.376, 0.30 , 61.54 
Consumer,California,West,Furniture,Furnishings,37.05,3,0,16.302, 0.44 , 20.75 
Home Office,Ohio,East,Technology,Phones,2.97,1,0.4,-0.6435, (0.22), 3.61 
Home Office,Ohio,East,Office Supplies,Storage,27.44,2,0.2,2.401, 0.09 , 25.04 
Consumer,Texas,Central,Office Supplies,Binders,1.08,3,0.8,-1.728, (1.60), 2.81 
Consumer,Texas,Central,Office Supplies,Appliances,7.96,2,0.8,-13.93, (1.75), 21.89 
Home Office,California,West,Office Supplies,Binders,140.736,8,0.2,52.776, 0.38 , 87.96 
Consumer,Connecticut,East,Office Supplies,Storage,552.56,4,0,0, -   , 552.56 
Consumer,California,West,Furniture,Furnishings,25.11,3,0,6.5286, 0.26 , 18.58 
Consumer,New York,East,Furniture,Furnishings,29.78,2,0,8.0406, 0.27 , 21.74 
Consumer,New York,East,Technology,Phones,677.58,3,0,176.1708, 0.26 , 501.41 
Consumer,New York,East,Office Supplies,Paper,75.04,8,0,36.0192, 0.48 , 39.02 
Corporate,North Carolina,South,Technology,Machines,695.7,2,0.5,-27.828, (0.04), 723.53 
Corporate,North Carolina,South,Office Supplies,Binders,15.66,5,0.7,-12.528, (0.80), 28.19 
Corporate,North Carolina,South,Office Supplies,Binders,28.854,6,0.7,-21.1596, (0.73), 50.01 
Consumer,New York,East,Office Supplies,Art,47.82,3,0,14.346, 0.30 , 33.47 
Consumer,New York,East,Office Supplies,Labels,13.05,5,0,6.003, 0.46 , 7.05 
Consumer,Minnesota,Central,Office Supplies,Appliances,93.78,2,0,36.5742, 0.39 , 57.21 
Consumer,Minnesota,Central,Office Supplies,Paper,47.18,7,0,23.59, 0.50 , 23.59 
Consumer,Minnesota,Central,Office Supplies,Art,19.68,6,0,5.7072, 0.29 , 13.97 
Consumer,Minnesota,Central,Office Supplies,Binders,53.4,10,0,25.098, 0.47 , 28.30 
Consumer,Minnesota,Central,Office Supplies,Binders,35.88,6,0,17.2224, 0.48 , 18.66 
Consumer,Illinois,Central,Furniture,Chairs,258.279,3,0.3,-70.1043, (0.27), 328.38 
Corporate,Virginia,South,Office Supplies,Storage,31.4,2,0,7.85, 0.25 , 23.55 
Corporate,California,West,Technology,Phones,183.96,5,0.2,20.6955, 0.11 , 163.26 
Corporate,California,West,Office Supplies,Paper,17.61,3,0,8.4528, 0.48 , 9.16 
Corporate,California,West,Furniture,Tables,300.904,1,0.2,11.2839, 0.04 , 289.62 
Consumer,Texas,Central,Office Supplies,Storage,220.776,3,0.2,-44.1552, (0.20), 264.93 
Consumer,Texas,Central,Office Supplies,Storage,281.424,11,0.2,-35.178, (0.13), 316.60 
Consumer,Kentucky,South,Office Supplies,Paper,79.14,3,0,36.4044, 0.46 , 42.74 
Consumer,Texas,Central,Furniture,Furnishings,1.988,1,0.6,-1.4413, (0.73), 3.43 
Consumer,California,West,Furniture,Chairs,145.568,2,0.2,0, -   , 145.57 
Corporate,Pennsylvania,East,Office Supplies,Art,123.256,7,0.2,9.2442, 0.08 , 114.01 
Corporate,Pennsylvania,East,Office Supplies,Paper,23.68,4,0.2,7.4, 0.31 , 16.28 
Corporate,Pennsylvania,East,Technology,Phones,309.576,4,0.4,-56.7556, (0.18), 366.33 
Corporate,Arizona,West,Office Supplies,Binders,38.388,14,0.7,-25.592, (0.67), 63.98 
Corporate,Arizona,West,Technology,Machines,95.994,2,0.7,-63.996, (0.67), 159.99 
Corporate,Arizona,West,Technology,Accessories,239.952,6,0.2,-35.9928, (0.15), 275.94 
Corporate,Arizona,West,Technology,Phones,201.584,2,0.2,15.1188, 0.08 , 186.47 
Corporate,Arizona,West,Furniture,Chairs,899.136,4,0.2,-146.1096, (0.16)," 1,045.25 "
Home Office,California,West,Furniture,Furnishings,145.9,5,0,62.737, 0.43 , 83.16 
Consumer,Colorado,West,Furniture,Bookcases,590.058,7,0.7,-786.744, (1.33)," 1,376.80 "
Consumer,Colorado,West,Office Supplies,Art,14.04,3,0.2,1.5795, 0.11 , 12.46 
Home Office,Maryland,East,Technology,Accessories,49.08,3,0,4.908, 0.10 , 44.17 
Consumer,California,West,Office Supplies,Labels,29.6,2,0,14.8, 0.50 , 14.80 
Consumer,California,West,Office Supplies,Binders,17.088,4,0.2,5.5536, 0.33 , 11.53 
Consumer,Utah,West,Furniture,Tables,912.75,5,0,118.6575, 0.13 , 794.09 
Consumer,Utah,West,Office Supplies,Appliances,1089.75,3,0,305.13, 0.28 , 784.62 
Consumer,Utah,West,Office Supplies,Paper,447.84,8,0,219.4416, 0.49 , 228.40 
Consumer,Utah,West,Office Supplies,Art,16.4,5,0,4.264, 0.26 , 12.14 
Consumer,Utah,West,Technology,Phones,399.96,5,0.2,34.9965, 0.09 , 364.96 
Consumer,Utah,West,Office Supplies,Storage,158.9,5,0,7.945, 0.05 , 150.96 
Consumer,Utah,West,Office Supplies,Binders,13.184,1,0.2,4.7792, 0.36 , 8.40 
Home Office,Illinois,Central,Furniture,Furnishings,83.952,3,0.6,-90.2484, (1.08), 174.20 
Home Office,Georgia,South,Office Supplies,Storage,80.98,1,0,1.6196, 0.02 , 79.36 
Home Office,Georgia,South,Office Supplies,Paper,348.84,9,0,170.9316, 0.49 , 177.91 
Home Office,Georgia,South,Office Supplies,Fasteners,9.45,5,0,0.189, 0.02 , 9.26 
Home Office,Georgia,South,Furniture,Furnishings,18.84,3,0,7.1592, 0.38 , 11.68 
Home Office,Georgia,South,Furniture,Bookcases,239.98,2,0,52.7956, 0.22 , 187.18 
Home Office,Georgia,South,Office Supplies,Envelopes,167.96,2,0,78.9412, 0.47 , 89.02 
Home Office,Georgia,South,Technology,Phones,104.85,3,0,28.3095, 0.27 , 76.54 
Home Office,Georgia,South,Technology,Phones,484.83,3,0,126.0558, 0.26 , 358.77 
Home Office,Georgia,South,Office Supplies,Paper,122.97,3,0,60.2553, 0.49 , 62.71 
Home Office,Georgia,South,Office Supplies,Storage,154.44,3,0,1.5444, 0.01 , 152.90 
Home Office,Georgia,South,Office Supplies,Paper,342.37,7,0,160.9139, 0.47 , 181.46 
Corporate,North Carolina,South,Office Supplies,Art,9.552,3,0.2,1.5522, 0.16 , 8.00 
Corporate,Illinois,Central,Furniture,Tables,652.45,5,0.5,-430.617, (0.66)," 1,083.07 "
Corporate,Illinois,Central,Furniture,Tables,66.645,3,0.5,-42.6528, (0.64), 109.30 
Consumer,New York,East,Office Supplies,Binders,17.216,4,0.2,6.0256, 0.35 , 11.19 
Consumer,New York,East,Office Supplies,Paper,11.56,2,0,5.6644, 0.49 , 5.90 
Consumer,New York,East,Technology,Accessories,88.4,4,0,11.492, 0.13 , 76.91 
Consumer,New York,East,Office Supplies,Paper,6.48,1,0,3.1104, 0.48 , 3.37 
Home Office,Virginia,South,Technology,Phones,21.8,2,0,6.104, 0.28 , 15.70 
Home Office,Virginia,South,Office Supplies,Envelopes,251.79,3,0,118.3413, 0.47 , 133.45 
Home Office,Ohio,East,Furniture,Tables,205.176,2,0.4,-58.1332, (0.28), 263.31 
Home Office,Ohio,East,Office Supplies,Paper,419.4,5,0.2,146.79, 0.35 , 272.61 
Home Office,Pennsylvania,East,Office Supplies,Supplies,10.304,1,0.2,-2.1896, (0.21), 12.49 
Home Office,Pennsylvania,East,Furniture,Tables,154.764,3,0.4,-36.1116, (0.23), 190.88 
Home Office,Pennsylvania,East,Technology,Accessories,116.784,2,0.2,21.897, 0.19 , 94.89 
Consumer,New York,East,Office Supplies,Art,75.48,2,0,19.6248, 0.26 , 55.86 
Consumer,New York,East,Furniture,Furnishings,39.98,2,0,9.995, 0.25 , 29.99 
Consumer,Arizona,West,Furniture,Tables,393.165,3,0.5,-204.4458, (0.52), 597.61 
Home Office,Texas,Central,Office Supplies,Labels,23.68,2,0.2,8.88, 0.38 , 14.80 
Corporate,New York,East,Furniture,Chairs,408.006,2,0.1,72.5344, 0.18 , 335.47 
Corporate,New York,East,Furniture,Furnishings,165.28,4,0,14.8752, 0.09 , 150.40 
Consumer,New York,East,Office Supplies,Binders,334.768,7,0.2,108.7996, 0.33 , 225.97 
Home Office,California,West,Technology,Accessories,239.97,3,0,26.3967, 0.11 , 213.57 
Home Office,California,West,Furniture,Furnishings,37.74,3,0,12.8316, 0.34 , 24.91 
Corporate,Texas,Central,Technology,Phones,946.344,7,0.2,118.293, 0.13 , 828.05 
Corporate,Texas,Central,Technology,Accessories,151.2,3,0.2,32.13, 0.21 , 119.07 
Corporate,Texas,Central,Furniture,Furnishings,4.928,4,0.6,-1.4784, (0.30), 6.41 
Corporate,Arizona,West,Office Supplies,Paper,86.272,4,0.2,31.2736, 0.36 , 55.00 
Corporate,Arizona,West,Office Supplies,Binders,72.588,2,0.7,-48.392, (0.67), 120.98 
Corporate,Arizona,West,Office Supplies,Appliances,60.672,2,0.2,14.4096, 0.24 , 46.26 
Corporate,Arizona,West,Office Supplies,Binders,77.031,9,0.7,-59.0571, (0.77), 136.09 
Corporate,Arizona,West,Office Supplies,Storage,119.904,6,0.2,-1.4988, (0.01), 121.40 
Corporate,Arizona,West,Technology,Phones,263.96,5,0.2,23.0965, 0.09 , 240.86 
Corporate,Arizona,West,Office Supplies,Storage,363.648,4,0.2,-86.3664, (0.24), 450.01 
Corporate,California,West,Office Supplies,Binders,9.728,2,0.2,3.2832, 0.34 , 6.44 
Corporate,California,West,Office Supplies,Envelopes,14.75,5,0,7.08, 0.48 , 7.67 
Corporate,California,West,Office Supplies,Binders,29.8,5,0.2,9.3125, 0.31 , 20.49 
Corporate,California,West,Office Supplies,Labels,427.42,14,0,196.6132, 0.46 , 230.81 
Consumer,Ohio,East,Technology,Phones,220.752,8,0.4,-40.4712, (0.18), 261.22 
Consumer,Alabama,South,Office Supplies,Binders,152.76,6,0,74.8524, 0.49 , 77.91 
Consumer,Alabama,South,Office Supplies,Supplies,7.27,1,0,1.9629, 0.27 , 5.31 
Consumer,Alabama,South,Furniture,Chairs,1819.86,14,0,163.7874, 0.09 ," 1,656.07 "
Consumer,Washington,West,Office Supplies,Paper,33.9,5,0,15.594, 0.46 , 18.31 
Consumer,Ohio,East,Office Supplies,Paper,31.104,6,0.2,10.8864, 0.35 , 20.22 
Consumer,Ohio,East,Office Supplies,Art,5.248,2,0.2,0.5904, 0.11 , 4.66 
Consumer,Texas,Central,Technology,Accessories,263.88,3,0.2,42.8805, 0.16 , 221.00 
Consumer,Texas,Central,Furniture,Chairs,2453.43,5,0.3,-350.49, (0.14)," 2,803.92 "
Consumer,Rhode Island,East,Office Supplies,Binders,29.7,5,0,13.365, 0.45 , 16.34 
Consumer,Rhode Island,East,Office Supplies,Paper,39.96,4,0,17.982, 0.45 , 21.98 
Consumer,California,West,Office Supplies,Binders,36.672,2,0.2,11.46, 0.31 , 25.21 
Corporate,Kentucky,South,Office Supplies,Paper,13.76,2,0,6.3296, 0.46 , 7.43 
Corporate,Colorado,West,Office Supplies,Storage,139.424,4,0.2,17.428, 0.13 , 122.00 
Consumer,Illinois,Central,Technology,Phones,1979.928,9,0.2,148.4946, 0.08 ," 1,831.43 "
Home Office,Illinois,Central,Office Supplies,Storage,164.736,4,0.2,-39.1248, (0.24), 203.86 
Home Office,Illinois,Central,Furniture,Chairs,470.302,7,0.3,-87.3418, (0.19), 557.64 
Home Office,Illinois,Central,Technology,Phones,47.984,2,0.2,5.998, 0.13 , 41.99 
Corporate,Pennsylvania,East,Office Supplies,Binders,2.502,3,0.7,-1.7514, (0.70), 4.25 
Corporate,California,West,Technology,Phones,88.752,3,0.2,11.094, 0.13 , 77.66 
Consumer,Arizona,West,Office Supplies,Binders,2.025,1,0.7,-1.35, (0.67), 3.38 
Corporate,Alabama,South,Office Supplies,Paper,70.98,7,0,34.7802, 0.49 , 36.20 
Corporate,Alabama,South,Office Supplies,Binders,91.68,3,0,45.84, 0.50 , 45.84 
Corporate,Alabama,South,Office Supplies,Binders,33.75,5,0,16.875, 0.50 , 16.88 
Corporate,Alabama,South,Technology,Machines,3040,8,0,1459.2, 0.48 ," 1,580.80 "
Home Office,Georgia,South,Office Supplies,Binders,91.2,3,0,41.952, 0.46 , 49.25 
Home Office,Georgia,South,Furniture,Tables,452.94,3,0,67.941, 0.15 , 385.00 
Corporate,Massachusetts,East,Office Supplies,Binders,52.2,9,0,23.49, 0.45 , 28.71 
Corporate,Texas,Central,Office Supplies,Labels,15.936,4,0.2,5.1792, 0.33 , 10.76 
Consumer,Connecticut,East,Furniture,Furnishings,27.46,2,0,9.8856, 0.36 , 17.57 
Consumer,Washington,West,Office Supplies,Binders,55.424,2,0.2,19.3984, 0.35 , 36.03 
Consumer,New Jersey,East,Furniture,Tables,244.006,2,0.3,-31.3722, (0.13), 275.38 
Corporate,Texas,Central,Technology,Accessories,159.984,2,0.2,43.9956, 0.28 , 115.99 
Corporate,Texas,Central,Furniture,Chairs,1024.716,6,0.3,-29.2776, (0.03)," 1,053.99 "
Corporate,New York,East,Office Supplies,Fasteners,3.68,2,0,1.8032, 0.49 , 1.88 
Consumer,Arizona,West,Furniture,Furnishings,121.376,4,0.2,-3.0344, (0.03), 124.41 
Consumer,Arizona,West,Technology,Accessories,95.976,3,0.2,-10.7973, (0.11), 106.77 
Home Office,Florida,South,Technology,Accessories,255.968,4,0.2,31.996, 0.13 , 223.97 
Corporate,Michigan,Central,Furniture,Chairs,872.94,3,0,226.9644, 0.26 , 645.98 
Corporate,Michigan,Central,Office Supplies,Binders,41.54,2,0,19.5238, 0.47 , 22.02 
Corporate,Michigan,Central,Office Supplies,Paper,12.96,2,0,6.2208, 0.48 , 6.74 
Corporate,Pennsylvania,East,Office Supplies,Art,6.848,2,0.2,0.5992, 0.09 , 6.25 
Corporate,California,West,Office Supplies,Labels,8.67,3,0,4.0749, 0.47 , 4.60 
Consumer,Texas,Central,Furniture,Furnishings,6.688,4,0.6,-4.0128, (0.60), 10.70 
Home Office,New York,East,Office Supplies,Art,17.28,6,0,5.0112, 0.29 , 12.27 
Home Office,New York,East,Office Supplies,Binders,17.712,3,0.2,6.4206, 0.36 , 11.29 
Home Office,New York,East,Office Supplies,Labels,28.91,7,0,13.2986, 0.46 , 15.61 
Consumer,North Carolina,South,Office Supplies,Supplies,52.136,7,0.2,5.8653, 0.11 , 46.27 
Consumer,California,West,Technology,Phones,31.968,4,0.2,2.3976, 0.08 , 29.57 
Consumer,California,West,Office Supplies,Paper,25.92,4,0,12.4416, 0.48 , 13.48 
Consumer,California,West,Office Supplies,Paper,40.46,7,0,19.8254, 0.49 , 20.63 
Consumer,California,West,Office Supplies,Storage,33.87,3,0,8.8062, 0.26 , 25.06 
Consumer,Tennessee,South,Office Supplies,Art,9.728,2,0.2,1.7024, 0.18 , 8.03 
Consumer,Tennessee,South,Office Supplies,Paper,3.424,1,0.2,1.07, 0.31 , 2.35 
Corporate,Washington,West,Technology,Accessories,177,3,0,30.09, 0.17 , 146.91 
Consumer,New York,East,Office Supplies,Fasteners,3.76,2,0,1.316, 0.35 , 2.44 
Home Office,California,West,Technology,Phones,1212.848,7,0.2,106.1242, 0.09 ," 1,106.72 "
Home Office,California,West,Technology,Accessories,89.97,3,0,37.7874, 0.42 , 52.18 
Home Office,California,West,Furniture,Furnishings,42.6,3,0,16.614, 0.39 , 25.99 
Consumer,Pennsylvania,East,Office Supplies,Labels,5.04,2,0.2,1.764, 0.35 , 3.28 
Corporate,New York,East,Office Supplies,Envelopes,62.96,4,0,28.332, 0.45 , 34.63 
Corporate,New York,East,Office Supplies,Paper,5.88,1,0,2.8812, 0.49 , 3.00 
Corporate,New York,East,Furniture,Chairs,977.292,6,0.1,173.7408, 0.18 , 803.55 
Corporate,Washington,West,Furniture,Furnishings,9.64,2,0,3.6632, 0.38 , 5.98 
Consumer,Georgia,South,Office Supplies,Art,40.05,3,0,11.214, 0.28 , 28.84 
Consumer,Texas,Central,Office Supplies,Art,10.192,7,0.2,3.185, 0.31 , 7.01 
Consumer,Texas,Central,Office Supplies,Storage,16.784,1,0.2,-0.2098, (0.01), 16.99 
